text,kategori
"Rata"" komentar nya no1 😂😂😂, 2 donk",random_Negatif
Pak anies s3 ya,anis_Netral
Aku pilih nomor 2 karena dia gemoy,random_Netral
Nomor 2,random_Netral
Passus 2 SMI Batujajar. Sampai Situ Lembang kami di didik dan di Bina di Sana.,random_Netral
Hkjg yuan rjxyejdu djduddhuku jujur,random_Netral
"02 badut. Logika cacat jadi presiden. Asal banyak kata. Ditanya ini, dijawab itu. Belum lagi jago joget2, bagi2 duit 100k di GBK.",random_Netral
Janggar sok iyee bngt,random_Positif
y,random_Netral
"Pertanyaannya apa, jawabannya apa 😂",random_Netral
Kayaknya 02 yang akan menang di pemilu 2024 gw berani bertaruh,random_Netral
🥰🥰🥰🥰,random_Netral
Maju trus pak ✊jangan pernah takut untuk menyuarakan kebenaran lwn si anus itu bersama dgn si ganjar yg sombong angkuh di dlm berbicara  pak prabowo kami d belakangmu lwn mereka pak tegakkan keadilan hancurkan kezholiman,prabowo_Netral
https://youtu.be/VbIkaau7wKE?si=KnBgajWjGbksOZem,random_Netral
Yang di tanya polusi pak bukan covid hahaha,random_Positif
KAGA NYAMBUNG KO JADI KE ORDAL ANEH NISS NISS,random_Netral
"Nis & njar kamu kalah survei perhitungan cepat, Terima dengan legowo ya",random_Netral
pak anis terlalu banyak visi misi.apakah nanti kalau sudah jadi presiden apakah  bisa melakukan semua itu.,anis_Netral
Harusnya soal polusi. Anis jawab apayg anis laakukan . Bukan nyalahkan angin. Lempar batu,anis_Netral
Kalah kan? Udah.diem aja lu,random_Netral
Kalau mau tegak. UU perampasan ya disahkan dong mas Aniiiiiisss,random_Netral
WAKANDA NO MORE INDONESIA FOREVER 🇲🇨☝️,random_Negatif
Saya tidak ingin presiden keturunan negeri yaman.. sorry ye 😂,random_Negatif
"Saya GK bisa ikut pemilu nitip milih bisa gak ya😂
Di negara lain soalnya",random_Netral
Yang ditanyakan pleh bapak prabowo Kemana anggaran 80T nya pak aniiiiesss malah nyalahin angiinnnnn hahahaa,prabowo_Netral
ini saya bicara itu saya bicara jelaskan kerjanya cuma bicara...dgrkan dgn jls klo anis ngomng,anis_Netral
Yaman no more,random_Negatif
"Ketika diberi waktu untuk memberi tanggapan, dan memberikan jawaban. Ada yg setuju setuju aja, sambil Bilang Cukup.. cukup.. cukup. Tapi pas melihat jabatan. Dia mencalonkan diri terus sampai 4X.",random_Netral
Mas Anies mas Anies,anis_Netral
baru mulai udah menjelekan hadeh,random_Netral
"rakyat= timses , golput , dan silent majority...jadi pas debat kemaren karena kesombongan menyerang persona seseorang jadi mayoritas itu menilai",random_Netral
✌️🇮🇩 rafik. 🤟😡👉✊          ☝️🤟,random_Netral
"Betul kata Prabowo apapun masalah bangsa ini meang perlu didiskusikan,walaupun tidak semudah kenyataannya 👍",prabowo_Netral
Hidop prabowo gibran,prabowo_Netral
Ya Allah abah aku tau bgt ketulusan kamu❤ yg pgn negri ini jujur dan transparan. Wlpn sptnya jd dipojokkan sm yg lain.,random_Netral
Bak barom monag,random_Netral
Tak hapus  2,random_Netral
"Pak Prabowo adalah pemimpin sejati. 
Semoga pk Prabowo menang dan rakyatnya makmur 👍💪",prabowo_Netral
Betul  kata pk prabowo  ...mntap,prabowo_Netral
"Abis liat lagi debat capres ini
01 & 03 dengan pertanyaan2 yang sangat bodoh & tidak masuk akal

Pantes aja hasil ending nya jauh dari rata-rata yaa 🤣🤣🤣🤣",random_Netral
"Gwa gedeg ama jwban anies di menit ke 1:24:00 masak ya yg dtnya tu apa jwabnya apa.  Simpel kok klw trllu byk penyebab polutan,  y bkin sumber O2 nya jd lebih banyak entah dg menambah pohon2 yg mengalirkan o2 lebih byk atau apa kek gtu.  Trus yg mslah d awal dia nanya ttg dana2 dari partai oposisi utk kampanye tu,  ya elah lupa diri banget sih,  jd gubernur emang dana lu dari mana?  Sumbangan daun mati gtu?  Mknya gwa dr awal gedeg ama si anis, g tau trma kasih bnget. Pas mlih cak imin aja tu 3 hri sblmnya mendtangi SBY dg menggandeng AHY jd cawapres ktnya, akhirnya sampe sekarang berlalu aja tnpa ngmong apa2 k SBY.. Trus debat bhas2 etika..  Tayiqqqq la..  Etika lu sndri aj kosong.",anis_Netral
Semangat semuanya 💪🙏,random_Netral
"Korupsi itu susah di brantas, karna itu tergantung kesadaran individu masing"", yg bisa di lakukan itu hukuman nya lebih di beratkan dan memiskinkan yg korupsi, agar yg lain juga tidak berani untuk korupsi",random_Netral
Selamat pak prabowo gemoyyy❤,prabowo_Netral
P,random_Netral
Siapa yang jadi pere Sidin itu yang Ter baik,random_Netral
Yang dukung pak Prabowo siapa tunjuk tangan,prabowo_Netral
Kocak lu,random_Netral
YG sabar Aja Pak browo,random_Netral
Bagus banger semua calon kalau kompak,random_Netral
Ooh yg ssbar kamu Pak probowo kamu mesti menang ini tahun dua orang Tu mempersulit bapak ya sy kasih DOA bapak Dari jauh mesti bapak ini tahun jaji presiden amin,random_Negatif
"Belum apa-apa Anies udh ngejatuhin  02 aja, hih",anis_Netral
Sejujur nya gini ya saya dukung 02 karna bpak prabowo aja ..bukan karna gibran..jujur ya itu gibran ga masuk dalam tipe saya secara politik apalgi mengurus indonesia seharusnya pasangan prabowo ini yg pas itu bpa anis ..cuman ini politik jdi pasangan masing2 agak ngawur ....,anis_Netral
Bismilahirohmanirohim.kumaupinturumahkukokelatamin,random_Netral
"Insya Allah Smoga bpk Prabowo / mas Gibran   mau mengang
kat tenaga guru honorer di seluruh indonesia baik  sekolah negeri maupun sekolah yayasan.",prabowo_Positif
Ukmnhisatb,random_Netral
Pmoli😊,random_Netral
Assalamualaikum pak parbowo selamat kepada pakparbowo,random_Netral
Korupsi harus di bakar hidup²,random_Netral
Anis sangat bodoh negata sendiri mau buka2 an kelemahan bodoh,anis_Netral
Prabowo.  President.  RI.,prabowo_Netral
Prabowo. President.,prabowo_Netral
Tetap.  Kan.  Bapak. Prabowo.  Dan.   Gibran,prabowo_Netral
Tidak.  Semua. Manusia.  Memilih. Anis,anis_Netral
Pak pporbowo  menjadi pemimpin  nanti yg adil,random_Netral
Mantap,random_Netral
Pak Anis mingpin dekati aja ga becus so mimpin negara lagi habis d koropsi lg,anis_Netral
tetap 01,random_Netral
wkwk,random_Netral
: Terus kenapa..Jangan terlalu langsung anak Jokowi si Gibran wakil Dia..,random_Netral
Janga pili Prabowo kalo Prabowo jadi presiden bisa jadi pran dengan ngra yang dekat indonesia hati2 pili prabowo,prabowo_Netral
Orng emosi biasa xa orang jujur merdeka👍,random_Netral
Pokoke ttp pak gemoy..,random_Netral
Ok pak Prabowo yakin jadi persiden..,prabowo_Positif
😢,random_Netral
Hadir ❤ Emirates  asli sya cirebon,random_Netral
❤,random_Netral
di Lampung pupuk pertanian juga susah pak Prabowo..moga bisa di himbau,prabowo_Netral
"Negara bukan mengatur pikiran, bukan mengatur perasaan tp mengatur tindakan 🤨 tindakan itu keluar dari apa yg dipikirkan dan apa yg dirasakan... Lu ngerasa laper ya tindakannya lu makan. Pikiran, perasaan, dan opini publik yg sering bgt skrg disetir dan digiring lalu berbuah terhadap tindakan perpecahan.",random_Netral
Walou kita beda duknga tapi satu tujuan untuk indonesia maju mari kita sukses kan pemilu dengan damai,random_Netral
❤ Prabowo Subianto presiden ku,prabowo_Netral
"Bangga banget sama jawaban jawaban pak prabowo , keliatan bisa menyelesaikan masalah dengan solusi bukan cuma asal cuap cuap🥰🥰",prabowo_Netral
Semoga bpk parabowo menang soal tani pupuk penting buat makanan ke Shtan Smga Prabowo SWT di lindungi ALLAH amin,prabowo_Netral
Diskusinya 1 & 3 adem2 aja drpd sm 2 wkw,random_Netral
-24:28,random_Netral
Wowo ugal ugalan 😂,random_Netral
Iya mlm,random_Negatif
imin pencuri PKB,random_Netral
Pak anies sangat bijak dan tegas..bismillah anies presiden  RI 2024,anis_Netral
MasyaAllah suka banget sama semua  jawaban pak Anis 🥺🥺the best💚💚💚💚,anis_Positif
Sigemoy sigemoy ada waee bikin ketawa,random_Netral
Hidup aniss,anis_Netral
Begandeng  tangan maju,random_Netral
Saya lebih percaya ganjar,ganjar_Netral
"knapa pak prabowo ngikut capres berkali² tidak pernah menang? krna allah sayang indonesia, dan tau mana yg baik mana yg buruk, bgitupun pak prabowo, yg selalu terpancing emosi nya, gmna kalo di kritik masyarakat tpi selalu terbawa emosi? semoga allah bisa membantu semuanya yg baik dan benar, adil dan jujur. terimakasih",prabowo_Netral
YANG MASIH BAHAS ANGIN GAPUNYA KTP 80T DLL. OTAKNYA OTAK UDANG. WKWKWKW,random_Netral
"Pak Ginanjar Siap Presiden,Siap juga dimintai Kejujuran Seorang President,God Bless Us",random_Positif
"Apakah benar yg di katakan pak Prabowo. EKONOMI DI INDONESIA MASIH AMAN. 😮
Inilah cawapres yg tidurnya dr pagi bangun pagi lagi..tdk tau keadaan masyarakat..",prabowo_Netral
Prabowo siap lantik jadi presiden Indonesia 👍👍👍,prabowo_Netral
"Pak prabowo gk ngerti analogi.... Pak anis cocoknya debat sma rocky gerung😅

Mksd angin gk punya ktp tuh mksdnya nih, masalah polusi itu bukan mutlak di jakarta tpi angin yg membawa emitan atau polutan itu. Ketika arah angin menuju jakarta, maka alat pendeteksi udara kotor akan mendeteksi bahwa udara di jakarta sedang kotor, kmudian saat arah angin menuju arah lain selain jakarta, maka pendeteksi tidak mendeteksi udara jakarta kotor. Intinya masalah polusi udara itu sebabnya bukan mutlak karena polutan di jakarta saja, tapi polutan dri purwakarta misal yg terbawa angin ke jakarta, maka alat trsebut akan mendeteksi udara jakarta sdang kotor dan persentasenya naik atau diatas normal.

Pak prabowo kn bertanya tantang cara pk anis mengatasi polusi udara dengan dana anggaran 80T. Smuanya sudah dijawab oleh pk anis tetapi dirasa pk prabowo kurang mengerti mksdnya. Secara logika sudah ada pnyampaian ""alat pendeteksi udara di Jakarta"" memangnya itu gk pake duit😂, kmudian pk anis mngatakan kenaikan persentase orang jkt menggunakan kndaraan umum sudah meningkat, artinya dana sbanyak 80T trsebut memang digunakan sbagaimana mestinya.

Prtanyaan pk prabowo yg disoroti disini adalah ""kenapa udara jakarta kotor terus"".... Nah singkatnya itu krena arah angin yg dideteksi oleh alat pendeteksi. Makannya pk anis bilang angin tidak nemiliki ktp. Angin tidak punya identitas untuk mngenali arah angin yg mnuju jkt itu dri mana asalnya. Pk anis bukan avatar untuk bisa trus mengetahui asal angin dn mngendalikan elemen angin🤣.

Di akhir beliau mengatakan, jika terpilih, maka sluruh indonesia, akan menggunakan sistem pendeteksi udara kotor ini. (Kn ini hanya pendeteksi udara kotor) jika persentasenya diatas normal maka akan dikatakan udara kotor, makannya knapa ada saat jakarta bersih ada saat jakarta kotor. 😂

Inilah maksud pak anis tentang yg angin tidak pnya KTP, yg malah diketawain, krena mungkin wajar bbrapa kurang nangkep maksdnya beliau.😂

Jdi beliau ingin menyanggah pertanyaan pk prabowo yg mngatakan udara d jkt selalu kotor! Bukan begitu tpi trgantung arah angin dn persentase dri alat pendeteksi udara kotor.

#salamakalsehat😂",anis_Negatif
Siapapun yg terpilih tolong jalankan sesuai yg anda katakan,random_Netral
"Ganteng pak Anis, Rapi bange",anis_Netral
"Lah uu ite aja disahkan oleh pak jokowi atas printah pdip kn wktu itu siapa tuh ktua dpr nya... Wkwkwkw... Skarang pak ganjar mau mngusahakn kbebasan pendapat tpi tunggangannya pdip. Gk salah?! Dari sini aja keliatan pdip mainnya kotor, dari prnyataan pk ganjar yg akan menegakan kbebasan pendapat bagi masyarakat seolah mnyalahkan pakde jokowi pdahal slama 5 tahun kpemimpinan ini aja pkde jokowi ditunggangi pdip🤦🏻‍♀️. Rakyat sudah muak dengan tunggangan bpk yg bnyak melakukan kontroversi. Saya katakan bpk bagus, tapi sayang bahwa pak ganjar akan dijadikan the next doll oleh pdip. Ingat?! Pak jokowi saja hanya petugas partai🗿. Padahal sejatinya presiden adalah petugas masyarakat bukan partai!

Pk prabowo juga bnyak yg gk konsisten omongannya sma perilakunya. Beliau menyinggung penegakkan HAM?! Apakah beliau sadar akan rekam jejaknya?! Bliau menyinggung perihal pengorbanan untuk tanah air bangsa dn negara yg slama ini beliau lakoni, apa tidak salah?! Yg rakyat lihat itu pengorbanan untuk para penguasa keji dn pribadi tpi kenapa harus mngatasnamakan rakyat?! 2019 lalu rakyat memberi kesempatakn dn kepercayaan akan bpk terlepas dri rekam jejak yg ada, eh bpk malah beralih dri oposisi ke koalisi. Rakyat skarang sudah jeli bahwa semua itu hanya tentang ambisi pribadi. Disamping itu, beliau mengambil calon wakil presiden yg lahir dri privilege hasil nepotisme antara pdip dn jokowi. Bagaimana mngkin beliau masih bisa berorasi tentang keadilan bagi rakyat khususnya HAM?! Adakah cermin! Kredibilitas dan integritas beliau sudah sangat jelas bkan untuk Tuhan, bangsa dan negara, tpi untuk sebuah kepentingan yg ada pda penguasa.

Pk Anis dengan kecerdasan diksi dan kata2 retorikanya yg terlampau optimis, membuat masyarakat sedikit takut akan janji2, yg sebenarnya janji itu adalah sebuah usaha bersama yg kenyataannya memang tidak akan selali sempurna, karena kesempurnaan hanya milik Tuhan. Namun tak dapat dipungkiri, bahwa rekam jejaknya yg begitu memukau, cukup membuat beliau optimis dlm kata2nya. Seseorang yg terlihat begitu optimis, meski kekurangan itu selalu ada. Keoptimisan beliau yg terlampau memukau, malah membawa kemunduran dn ketakutan bagi para pengecut akan janji2nya!",anis_Positif
"Bismillah
No 1",random_Negatif
Awokwowkwok mkmkmk malah ada yg baper,random_Netral
"No.1 Ngucap salam dulu baru basmalah, no.2 Ngucap basmalah dulu baru salam, no.3 langsung ngucap salam.. dan yg benar no.2.. sepele tp bermakna bagi sy",random_Negatif
Vidio jeckie chan the protection,random_Netral
"Saya dulu punya cita-cita pertama yang di impikan yaitu jadi pemain sepakbola profesional, kalo impian saya tercapai masuk timnas Garuda, bermain di Eropa, juara Piala AFF/Asia sudah berjanji sepenuhnya..... saya akan memeberikan hukuman yang setimpal bagi para koruptor, membangun rumah sakit, sekolah, masjid, dan bantuan sosial bagi orang tidak mampu, itu lewat sepakbola yang saya cita-citakan dan impikan. Yaeahh sekarang apalah dayaku ini, hanya sebatas angan-angan saja yang bekerja seorang buruh pabrik hanya sebuah mencari uang, daripada menganggur tiada guna dirumah, hidup memang tidak adil jadi biasakanlah seperti diriku.🥺💔🥀",random_Netral
Waduh serius nyesel gak nonton debat pertama capres.😭💔,random_Netral
Mantap pak 02,random_Netral
02,random_Netral
Saya nyakin dengan terpilihnya bapak prabowo indonesia bakalan maju..all in no 2 yg ga suka koar²❤bdw semangat abgku,prabowo_Negatif
"Sama pak, ane aje baru nonton ini, mau maraton debat capres dan cawapres ini wkkw",random_Netral
wkwk sama  @aldisaputra-vm8us ,random_Netral
"Inti yah bankit dulu ekonomi kulargah, debat ke 5",random_Netral
Peningkatan infrastruktur akan mendukung akses pelayanan kesehatan yang lebih,random_Netral
"di debat terakhir paslon 02 mulai setuju dengan perubahan yang dibawa oleh 01, dari awal paslon 03 sepakat oleh 01, jadi semua kontestan debat memihak ke 01. kesimpulannya para paslon setuju dengan gagasan 01. masak pendukungnya nga setuju sih, sedangkan para calonnya aja mulai setuju semua",random_Netral
Debat capres 2019 jg...bpk ini tensinya tinggi,random_Netral
betul itu pak prabowo penentu suara adalah rakyar👍👍👍👍,prabowo_Netral
Paling berwibawa memang no 3 ❤🎉,random_Negatif
"TOL*L banget di bawah gua , suka orang kerna nada bicara doang wokwowkwowk bukan kerna gagasan atau visi kedepan lol bgt😂🤣 ketauan bgt  tol*l",random_Positif
Anjing.   😂😂,random_Netral
Mantap.  Menang.   Pakak.  Bowo.  Menang.    Aku.  Pili.   Nomor.    2,random_Netral
Setuju sama pa prabowo saya lebih suka nada berbicara pa prabowo,prabowo_Netral
"Anis Baswedan : merasa paling pintar dengan gagasan
Prabowo Subianto : sangat berpikir dalam berucap
Ganjar Pranowo : bersikap bijak agar terlihat baik",anis_Netral
Butuh pemimpin yg serius ngurus dan melindungi rakyat nya.,random_Netral
Keberhasilan penegakan hukum terhadap tindak pidana cyberbullying membantu melindungi korban dari dampak negatifnya.,random_Netral
❤❤❤❤❤❤❤❤❤❤😭😭😭😭😭😭😭😭😭😭🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,random_Netral
Sayah ikut ikutan ajah,random_Netral
Sayah ikut ikutan ajah,random_Netral
By,random_Netral
aku suka kali pas prabowo bilang atau bahas soal anggaran 80T,prabowo_Netral
"Ada cewek yg udah ku entod bro, ecalah apalagi",random_Netral
GAMMAA❤❤❤❤,random_Netral
Pilihanku tetap dua parabowo gipran raka,random_Netral
I😅,random_Netral
"Ikuti kata hati..hati kecil itu tak bisa di bohongi ,,yg terlihat baik itu baik ..Yg santun.. yg ber etika dan cerdas itu yg berkualitas..itu yg harus di pilih oleh rakyat..👍",random_Netral
"Tampilan dan bicara ok tapi kl isinya memancing n memojokan buat apa, kita liat yg sdh bekerja nyata yg sdh berpengalaman dan ikhlas utk rakyat",random_Positif
"ANIES anies malaikat jibril dibawa bawa kampanye,sudalah anies jng bawa bawa agama,Agama ente saja blm tentu bener,bisa apa ente,bisanya utk bayar hutang ya pada yusuf kalla,kan baru bayar 300m itu juga uang dpt dari mana,msh kurang lagi 400 m ke yusuf kalla.",anis_Netral
"di tontoj berulang kali masih lucu 
liat paslon 02 di saat paslon 01 bahas oposisi gestur tubuh gestur bibir 😂 
wajar sih kalau cawapres(gibran)nya gtu saat debat cawapres kemarin karna capres nya aja gtu saat debat😅 
kocak kocak.pemilu kocak 
#KEKUASAANMERUBAHSEGALANYA😅",random_Netral
"ga ngerti apa yg disampaikan Anis , yg saya tahu bliau hanya merusak dari petinggi sebelumnya , bukannya dijaga diperbaiki malah beli papan tulis ,",anis_Netral
"Sehat selalu bapak Prabowo, biarkan muka mereka yg tebal itu yg cuma hanya omong* itu, fokus tujuan tulus untuk republik Indonesia untuk rakyat mu , sehat selalu pak Bowo gemoy , Cirebon untuk bapak",prabowo_Netral
"Apalah waktu 1 detik lagi di bilang masih ada waktu mau ngomong apa waktu 1,,,2 detik",random_Netral
Prabowo Prabowo,prabowo_Netral
"Kao bilang prabowoau mberantas korupsi tp kamu prabowo blm jadi aja dsh  bayak korupsi  😂😂😂
prabowo omon  omon janji palsu😂",prabowo_Netral
Yang masuk akal cuma 01... Ga berbelit belit😁,random_Netral
"Hanya Pak Jokowi yg bisa menghadapi Bu Mega, walau sebagai anggota partai. Tapi saya belum yakin kalau Pak Anis ke Pak Paloh dan Pak Ganjar ke Bu Mega bisa menghadapi atasan partainya seperti PakJokowi. Just saying. Let's we think about it.",anis_Netral
Sejauh ini demokrat yg paling menguntungkan rakyat. Bpjs dan sekolah gratis di jaman sby. Biar pdip jadi oposisi selalu biar demo terus itu pas naek bbm dan listrik. Kalau sekarang pdip selalu demen naekin harga dan naekin pajak terus...,random_Positif
"in my honest opinion, ketiga calon presiden maupun wakil presiden “asik” atau bisa dibilang rasanya dekat dengan anak-anak muda, satu kebanyakan pendukungnya suka karena katanya gemoy, sering trending dan family friendly, ada juga yg pendukungnya datang karena melihat banyak meme, potongan video kocak, yang lainnya karena sering mengikuti trend, up-to-date ke hal yg diminati banyak remaja. tapi dilihat dari debat ini, yg kelihatannya bisa dipandang hormat oleh orang luar kalau2 ada kunjungan adalah 01 dan 03, yg paling lancar memberikan solusi atau jawaban yang pas saat merespon obrolan spontan adalah 01, tau mana waktu serius mana waktunya bercanda, 02 lebih unggul di bagian trending sosmed, sudah sangat berpengalaman di bagian keamanan negara dan pemerintahan,  image “mudah didekati” karena wakilnya termasuk generasi muda, program dan janji yg menggiurkan bagi banyak orang, yg terakhir, 03 juga responnya lancar dan baik walau ditanya secara spontan, selalu berusaha untuk gaul, sopan, dekat dengan rakyat, berbaur dengan trend terbaru, tapi sedang jatuh di mata beberapa anak muda karena satu dua hal.",random_Positif
"PAK PRABOWO KENAPA ANDA GUGUP MENJAWAB PELANGGARAN HAM PAPUA ? KARENA ANDA ADALAH SEORANG PELAKU PELANGGARAN HAM DI WAMENA TAHUN 95 ITU.... BUKANKELLY KWALIK YG ANDA BUNUH MELAINKAN KAMPUNG2 DAN PEREMPUAN PAPUA ANDA SIKSA DI PERKOSA DAN DI BUNUH.... 
TOLONG ANDA JAWAB ITU JGN BUAT SEOLAH2 SEMUA TDK ADA MASALAH..... 
ANDA INGAT PRABOWO HUKUM KARMA 7 TURUNAN",prabowo_Netral
Hanya berbicara besar aja,random_Netral
Prabowo enggak rela mati dia,prabowo_Netral
"SMART no 1 Question And Answer. 
Jelas Masih sehat soalnya..",random_Positif
Prabowo ❤❤❤❤❤❤❤❤❤❤😊😊😊 sama pak ganjar ❤❤❤❤❤❤❤❤❤😊😊😊😊😊😊🎉🎉🎉🎉,prabowo_Netral
Anis anjing,anis_Netral
Best banget pak ANIES..,anis_Positif
"Saling serang  & menjatuh kan untuk RI 1 ,  entut """,random_Netral
"Pada banyak,omong,akirnya,ga bcus  gue masarakat kcil yg paling enak dn paling tentram juga ekonominya trjangkau ga dipersulit yg udah aku rasakan slama kepemimpinan bapa presiden suharto",random_Netral
"Saya terlambat nonton debat ini, ternyata ada pertunjukan yang di tunjukkan oleh pak Prabowo, kepada publik bahwa pak brabowo tidak beretika 👎",prabowo_Netral
Paling pesat hancur nya ya pak Prabowo,prabowo_Netral
Kalau koruptor di berantas sampai akar2 nya jokowi dan anak2 termasuk Gibran mendekam di penjara,random_Netral
Prabowo ❤❤,prabowo_Netral
Klo rupiah menguat saya berama kru5000ribu orang akan coblos...min.Rp5000/1 dollar,random_Netral
"Pak Prabowo Subianto hormat sedangkan Anies Baswedan tidak disini,kita bisa melihat sapa yang cocok untuk jadi presiden",anis_Netral
apa gumanya cuma bisa ngoreksi kesalahan orang lain . kerjaan dia lebih hancur lg. lihat lh DKI sekarang.,random_Netral
